title,video_id,description,published_at,duration,views,likes,comments
Monetizing private market data: Preqin’s data strategy | Amazon Web Services,LAQKlltdvjg,"Welcome to another episode of the AWS for Data Podcast. In this episode, Rousseau Dasgupta, ISV Sales Leader at AWS, ...",2024-07-29T21:51:27Z,19:11,598,11,0
Transforming Manufacturing with AWS: The e-bike smart factory | Amazon Web Services,hkYLuW-2UnI,"This video showcases how manufacturers leverage AWS services and partner solutions to drive digital transformation, improve ...",2024-07-26T18:12:40Z,3:47,2911,62,2
DoiT and AWS unleash creativity with generative AI | Amazon Web Services,8d1TbDTwvhY,Explore how AWS and DoiT are pushing the boundaries of human creativity with advanced AI models. Learn how we use ...,2024-07-25T21:43:04Z,1:15,974,5,19
How Slalom is revolutionizing business with generative AI and AWS | Amazon Web Services,3ZoZFY66dQs,"Discover how Slalom, a global consulting company founded in 2001, is helping customers win with cutting-edge Gen AI solutions.",2024-07-25T21:20:29Z,1:48,1007,25,0
Back to Basics: Disaster Recovery on Regional Databases,ptcPcLADi-k,Learn a well-architected disaster recovery pattern for your Amazon Aurora databases across multiple AWS regions. Join Shailaja ...,2024-07-25T17:15:20Z,4:9,1069,41,4
Wētā FX&#39;s Cloud Burst Rendering is Shaping the Future of VFX,emXwmqZKEX4,"While preparing its visual effects assets for Avatar 2: The Way of Water, Wētā FX maxed out its on-premises render capabilities, ...",2024-07-24T21:27:12Z,7:11,1168,28,2
Run inference on Amazon SageMaker | Step 3: Optimize model deployment | Amazon Web Services,FA8W6bdj2bM,Amazon SageMaker makes it easier to deploy FMs to make inference requests at the best price performance for any use case.,2024-07-24T15:46:46Z,12:44,294,4,0
Run inference on Amazon SageMaker | Step 1: Deploy models | Amazon Web Services,UQWjKQe97Ew,Amazon SageMaker makes it easier to deploy FMs to make inference requests at the best price performance for any use case.,2024-07-24T15:37:45Z,11:24,1108,16,0
Customizing foundation models on Amazon SageMaker | Step 6: Retrieval Augmented  Generation (RAG),yf-4yLBMoUo,"To equip the FM with new knowledge not included in the pre-training dataset, you can use RAG, a technique that involves fetching ...",2024-07-24T15:37:16Z,39:45,704,10,2
Customizing foundation models on Amazon SageMaker | Step 5: Fine-tune models,gZP9N86b248,"In this video, you will learn how to fine-tune foundation models using Amazon SageMaker JumpStart. You can run example ...",2024-07-24T15:36:44Z,19:29,845,10,1
Customizing foundation models on Amazon SageMaker | Step 4: Prepare datasets for fine-tuning,em5CPqSfaIk,"In this video, you will learn how to label the data using Amazon SageMaker Ground Truth. You can collect human labeled data ...",2024-07-24T15:36:16Z,23:9,335,5,1
Pre-training foundation models on Amazon SageMaker | Step 1: Prepare data | Amazon Web Services,YPMR7VgCnbw,Amazon SageMaker helps you reduce the time and cost of training foundation models (FMs) at scale without managing ...,2024-07-24T15:30:04Z,16:12,1062,11,0
Fullstack TypeScript for your Data - AWS Amplify | Amazon Web Services,T0Nc_Ry3big,"AWS Amplify brings a fullstack TypeScript developer experience to AWS, built with frontend developers in mind. Host an app ...",2024-07-23T23:34:37Z,1:12,877,9,6
Generative AI Journeys - Fireside Chat with BRIA | Amazon Web Services | Amazon Web Services,U0w6VsjET8c,"Join Swami Sivasubramanian, senior vice president of artificial intelligence and data at AWS, as he talks to Vered Horesh, chief ...",2024-07-23T20:49:33Z,5:32,1070,17,0
TaskUs revolutionizes customer experiences using Llama in Amazon Bedrock | Amazon Web Services,G5hZzWEpM1M,"TaskUs, a leading provider of outsourced digital services and next-generation customer experience to the world's most innovative ...",2024-07-23T17:48:21Z,3:39,1217,20,0
Prudential Financial: Delivering Data Velocity at Scale with AWS Glue and AWS Step Functions,VuoMhsYON1E,"Prudential Financial has built a low-touch, integrated data platform with a range of capabilities that service a large community of ...",2024-07-23T17:04:30Z,6:25,1642,26,0
Meta Llama in Amazon Bedrock - Build the future of AI | Amazon Web Services,WMjoCXw7mRM,"For over the past decade, Meta has been focused on putting open source tools and capabilities into the hands of developers.",2024-07-23T16:13:01Z,3:45,1308,12,0
Nomura uses Llama models from Meta in Amazon Bedrock to democratize generative AI,jOG6d7pmycM,"Aniruddh Singh, Nomura's Executive Director and Enterprise Architect, outlines the financial institution's journey to democratize ...",2024-07-23T16:12:44Z,4:42,1431,27,0
Using Amazon GuardDuty to continuously monitor and secure your AWS AI workloads,OTIbLAzVYyQ,"In this video, we will discuss how Amazon GuardDuty helps you secure your AI workloads in an efficient and scalable way.",2024-07-22T20:30:52Z,4:40,1324,22,0
Future Self – E5 Meet Vilija Vainaite | AWS Scholarship,73xYTZHp-XE,Learn more about the AWS AI & ML Scholarship program: https://go.aws/3V9twGy Vilija Vainaite is an AWS AI & ML Scholarship ...,2024-07-22T20:16:32Z,3:59,6465,48,6
Working Backwards to Lead Digital Transformation at a 100-Year-Old Organization,WpRO0evPRHE,Nobuo Asahi and Dr. Shoji Tanaka of Mitsubishi Electric discuss their journey to drive digital transformation across the ...,2024-07-22T17:41:58Z,22:45,901,13,1
Sanmina manages global integrated manufacturing services with agility with 42Q,vXJkviBEp70,Access to shop floor data and production management at scale across the globe is complex with over 35000 pieces of equipment.,2024-07-20T00:24:46Z,2:4,256,7,0
How to Deploy Containers with AWS App Runner | Amazon Web Services,GdnC4n1ZeCk,"In this demo, we will cover how you can easily deploy containers using AWS App Runner without the need of any container ...",2024-07-19T18:50:47Z,9:7,2293,54,5
Inside Tray.io: Leveraging AWS &amp; AI for Data-Driven Innovation | Amazon Web Services,bxZHtchleCs,"Join us for an insightful podcast featuring Rich Waldron, CEO, and Alin George Enache, Senior Engineering Manager at Tray.io, ...",2024-07-18T23:32:07Z,18:3,445,3,0
Amazon Simple Email Service: Complying with bulk sender requirements | Amazon Web Services,mxLNX9DO6hY,"Learn from Alaa Hammad, an AWS Senior Cloud Support Engineer, on how to stay compliant with the latest bulk sender ...",2024-07-18T21:47:08Z,12:39,348,10,0
Amazon Lex QnAIntent enhancements | Amazon Web Services,KUk2s-SOfgs,The Amazon Lex QnAIntent enables developers to securely connect foundation models (FM) to company data for Retrieval ...,2024-07-18T16:30:24Z,6:28,596,11,0
Scaling customer service with AI: Intercom’s journey on AWS | Amazon Web Services,grKCdfm5rQs,Description: Intercom's Senior Principal Engineer shares the company's evolution from a startup in 2011 to a leading AI-first ...,2024-07-17T20:02:23Z,1:49,651,18,0
Revolutionizing precision medicine: Sonrai uses AWS for drug discovery | Amazon Web Services,B6nWOABFeaU,"Join Matt Alderdice, Head of Data Science, and Gerard Loughran, Head of Engineering at Sonrai Analytics, as they share their ...",2024-07-17T20:00:25Z,3:4,338,10,0
Genesys enhances customer engagement with AWS Bedrock AI | Amazon Web Services,vCMS_2mNFV0,"Joe Smith, SVP of R&D for Digital and AI at Genesys, discusses the integration of AWS Bedrock to enhance their platform.",2024-07-17T19:59:33Z,4:55,517,8,0
Innovative Tailwinds by Innovative Solutions: Redefining GenAI with AWS SAM &amp; Bedrock,S3G4pb-x8tQ,"Innovative Solutions walks through their new Innovative Tailwinds product, which offers highly customizable AI solutions tailored ...",2024-07-16T19:00:19Z,5:49,1485,31,1
"AWS for Software Companies, Spotlight Interview, FloQast  | Amazon Web Services",IYru68SpP2Q,"This short video provides market trends and insights from AWS customer, FloQast. Jeff Fink, AWS Alliance Manager, shares how ...",2024-07-15T18:35:05Z,1:45,232,2,0
How do I troubleshoot issues with my Amazon EBS volume mounts in Amazon EKS?,gt228UlQzho,"Skip directly to the demo: 0:08 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-07-13T03:35:07Z,5:28,1110,17,0
Why is my EKS pod stuck in a ContainerCreating state with the error &quot;failed to create pod sandbox&quot;?,HQ-pjecn5hc,"Skip directly to the demo: 0:08 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-07-13T03:35:01Z,6:36,896,30,0
Project Ceiba - AWS and NVIDIA constructing the world&#39;s largest AI supercomputer,8wN2E_XFy8I,"Project Ceiba, a groundbreaking collaboration between AWS and NVIDIA, aims to push the boundaries of artificial intelligence ...",2024-07-12T17:46:50Z,2:2,6727,145,4
Amazon FSx for NetApp ONTAP next-generation file systems | Amazon Web Services,X2UpjLEhbLw,Amazon FSx for NetApp ONTAP next-generation file systems now provide scaling performance up to 18x times higher to support ...,2024-07-11T23:23:30Z,1:59,1424,28,1
Ericsson network slicing and optimization with generative AI | Amazon Web Services,Wu8hmFiWI4k,This demo showcases how Ericsson is improving inference time with telecom-specific large language models and gaining ...,2024-07-11T17:43:13Z,4:39,565,9,1
Vonage fraud protection with network API and generative AI | Amazon Web Services,5FYhP_8Pv2o,In this demo we showcase how the Vonage fraud protection solution integrates AWS generative AI services with their network ...,2024-07-11T16:58:43Z,10:19,278,5,0
Back to Basics: Achieving End to End Encryption for Your AWS Workloads,OJ_i3B6B2EI,"SSL/TLS encryption is critical for secure data transmission, but managing certificates can be a major operational burden. Join Amit ...",2024-07-11T15:12:18Z,5:2,1069,29,1
watsonx.ai on AWS | Amazon Web Services,dwMbz-QTS6c,"In this session, we will explore what watsonx.ai is, how it plays into the watsonx story, and the procurement and deployment ...",2024-07-10T22:46:15Z,6:53,354,8,0
AWS Cloud Quest: Generative AI | Amazon Web Services,Kf-yMQk2pZU,AWS Cloud Quest: Generative AI is a comprehensive game-based simulation that will help you use AWS services and solutions to ...,2024-07-10T16:44:01Z,1:15,1577,38,10
Ferrari Advances AWS Generative AI for Personalization &amp; Production Efficiency | Amazon Web Services,-5G50Si2aMU,"Leveraging AWS generative AI solutions, Ferrari realized measurable impacts across their business. With Amazon Bedrock, they ...",2024-07-09T23:03:27Z,2:59,2911,30,0
Inside the NFL’s innovative fan data platform powered by AWS | Amazon Web Services,Q13BnvViINo,"Discover how the NFL uses AWS technology to transform fan engagement, offering personalized experiences and real-time ...",2024-07-09T22:15:03Z,2:41,723,7,0
Fine-grained access control in Amazon DataZone | Amazon Web Services,ccf8xn-UeOA,Learn how to use fine-grained access control in Amazon DataZone to limit access to data at row and column level. In this demo ...,2024-07-09T21:40:36Z,5:52,1508,17,3
Slalom: Accelerating Social Impact with GenAI on AWS,ulTevtklPHI,"Slalom built a solution on behalf of a client that guides regulation as it becomes law. Using generative AI, they designed a ...",2024-07-09T13:52:39Z,7:23,1518,33,2
IAM Identity Center: Multi-factor authentication defaults for new instances | Amazon Web Services,1iFvT8shnng,New AWS IAM Identity Center instances have multi-factor authentication (MFA) enabled by default. IAM Identity Center users in ...,2024-07-08T21:50:20Z,6:37,891,9,0
Wallester doubles its growth with AWS (Business) - Cloud Adventures | Amazon Web Services,81ZqoISXU3k,Wallester is an Estonian licensed financial institution developing financial digital technology and issues VISA cards. Julian Brand ...,2024-07-08T21:09:36Z,9:49,253,3,0
Modernization journey of Carerix using Amazon EKS and CloudNation | Amazon Web Services,fEuVfdLIlQo,"In this video, CTO of Carerix, Eelco Bode, tells us how they modernized their core platoform. We have CTO of CloudNation, ...",2024-07-08T19:51:32Z,15:8,610,17,2
Tour Amazon MGM Studios&#39; revolutionary virtual soundstage powered by AWS | Amazon Web Services,kxJxet6cSqk,"Amazon MGM Studios' virtual soundstage is revolutionizing movies and TV shows through the power of AWS, empowering ...",2024-07-08T17:34:13Z,3:6,1506,22,3
"Amazon Q in Connect, your generative AI assistant for contact center agents | Amazon Web Services",r9TJgNLwTtc,"Amazon Q, a generative AI–powered assistant from AWS, is available in Amazon Connect. Amazon Q in Connect delivers ...",2024-07-05T20:34:06Z,38,1864,11,0
How to configure Web ACL Token Domain List in AWS WAF | Amazon Web Services,nbIACHjhqPg,AWS WAF is a web application firewall that helps protect your applications or APIs against common web exploits and bots that ...,2024-07-05T18:55:47Z,6:27,1177,28,0
Optimizing clinical trials with Amazon Q | Amazon Web Services,ZfQz2mmf4vc,"In clinical research, managing costs is critical. Protocol amendments for clinical trials can create a significant financial burden, ...",2024-07-03T20:15:55Z,4:30,482,11,1
"How MyDeal.com.au delivers personalization with Moengage, an AWS Partner | Amazon Web Services",ChJW1q6Wj_U,"Watch this video to know how How Mydeal.com.au, an Australia based premium marketplace retailer achieves personalisation ...",2024-07-03T16:12:46Z,24:46,626,22,0
Managed DB Business | Amazon Web Services,BHa6fQGZ4jc,"In this video we will review the challenges of operating legacy Database engines from business, technical and operations view ...",2024-07-02T22:08:42Z,12:22,751,22,0
Accelerate SAP ABAP development and documentation with generative AI | Amazon Web Services,RV4ai1g0Iq4,Learn how to use Amazon Bedrock to develop SAP ABAP Code and Documentation faster. Learn more at: ...,2024-07-01T21:41:15Z,6:39,1057,8,1
Getting started with Amazon WorkSpaces Pools | Amazon Web Services,JzIxmK2O9qE,"This video is an introduction to Amazon WorkSpaces Pools, including updates to the WorkSpaces Console, regional availability, ...",2024-07-01T20:01:54Z,9:23,2464,30,0
How do I access Anthropic Claude models on Amazon Bedrock?,WWHo7Awy0sQ,"Skip directly to the demo: 0:08 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-07-01T03:05:30Z,2:27,1407,26,5
Amazon WorkSpaces Thin Client Setup | Amazon Web Services,iJclIFiFy2c,"This video provides a step-by-step walkthrough of creating your first Amazon WorkSpaces Thin Client environment, registering the ...",2024-06-28T19:39:58Z,11:38,1353,12,5
Netcore on AWS and Enterprise Support | Amazon Web Services,E4W5w_kOF4o,Netcore Cloud provides a comprehensive suite of tools for customer engagement and experience. This empowers marketers to ...,2024-06-28T18:46:41Z,1:15,583,20,0
Simplify your RAG implementation on AWS | Amazon Web Services,mJnjDm03nS4,Watch this AWS short to discover how Redis can simplify production-ready LLM deployments using the RAG technique. Redis: Try ...,2024-06-28T18:15:18Z,4:37,1167,13,0
Build a custom AWS Service Blueprint in Amazon DataZone for existing data | Amazon Web Services,fRZsNhmPcTs,Learn how to bring your own AWS IAM role and help federate Amazon DataZone portal users to any existing AWS resources by ...,2024-06-28T17:59:11Z,12:3,1604,20,2
Demo: How to conduct security investigations with Amazon Detective (part 2) | Amazon Web Services,4hSaXsct4Ss,"In part 2 of this video series, we will demonstrate how you can use Amazon Detective for security investigations. Amazon ...",2024-06-27T23:11:01Z,16:22,664,11,0
Back to Basics: Modernize Your Frontend Apps with Micro-Frontends,obb1Ps-cl2k,Struggling with a monolithic frontend codebase? Discover how a micro-frontend (MFE) architecture can transform your app ...,2024-06-27T17:37:43Z,6:48,2169,51,6
Getting Started with the Amazon WorkSpaces Thin Client | Amazon Web Services,_fGOGmXEr9w,"This video will take a high-level look at the Amazon WorkSpaces Thin Client, including the background, hardware information, ...",2024-06-26T19:25:12Z,7:47,764,6,0
GuardDuty Malware Protection for S3 - Overview and Demo | Amazon Web Services,uweeumMAif4,"Using GuardDuty, you can now identify new objects uploaded with malware from untrusted sources. GuardDuty will monitor new ...",2024-06-26T18:09:53Z,9:31,3411,41,6
Build a custom blueprint in Amazon DataZone to share existing S3 files | Amazon Web Services,yiO7uHOvaIc,Learn how to bring your own AWS IAM role and help federate Amazon DataZone portal users to any existing AWS resources by ...,2024-06-26T17:57:20Z,9:48,989,9,1
Top reasons to build &amp; scale generative AI applications on Amazon Bedrock | Amazon Web Services,_Jjmdi__bes,"Hear Jeff Barr, VP & Chief Evangelist at AWS, to learn why customers are choosing Amazon Bedrock as the best place to build ...",2024-06-26T17:26:25Z,2:19,5133,41,0
United Airlines Enhances Customer Experience with AWS Serverless Containers | Amazon Web Services,drteOnGj8Ag,United Airlines is a global airline that transports over 500000 customers per day to 460 airports worldwide. The company was able ...,2024-06-25T23:33:23Z,1:36,1068,15,4
Preparing for Elections with AWS Countdown | Amazon Web Services,UekLA_DuE7c,Learn how your organization can prepare for elections with AWS Countdown. Learn more at https://go.aws/3xuDauj Subscribe: ...,2024-06-25T22:40:01Z,25:50,464,5,0
Nutanix | Amazon Web Services,bMThXZ9ZNbs,In this video AWS Solution Architects discuss the workload migration strategies to AWS using Nutanix NC2 offerings and features.,2024-06-25T22:39:52Z,10:17,518,6,0
Infinitium: Low Latency Fraud Detection System with Amazon Neptune Graph Database,_cca2eNePC4,"With the dramatic increase in digital payments, keeping merchants safe from sophisticated fraudulent attacks while maintaining a ...",2024-06-25T16:00:13Z,5:27,1724,41,6
How do I add HTTP security headers to CloudFront responses?,x_QbJaSKSgU,"Start directly to the demo: 0:20 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-06-25T04:00:37Z,3:14,1024,8,0
How the C-Suite Sets the Bar for Security Culture | Amazon Web Services,du6FE23-vUg,"Culture and workforce training are key elements of an organization's security preparedness — after all, many malicious actors still ...",2024-06-24T22:58:58Z,15:35,528,9,2
TOYOTA GAZOO Racing accelerates design utilizing HPC and simulations on AWS | Amazon Web Services,zTSEcb7s2AE,Toyota GAZOO Racing Europe (TGR-E) is accelerating the design of motorsport vehicles cars with high performance computing ...,2024-06-24T19:40:26Z,1:50,609,6,1
Booking.com accelerates innovation with security foundations on AWS (Business) - Cloud Adventures,33YFhP29jeU,Booking.com defined the security in the cloud building their own shared responsibility model on top of the AWS shared ...,2024-06-24T18:04:27Z,6:31,1402,12,0
Booking.com accelerates innovation with security foundations on AWS (Technical) - Cloud Adventures,HX8j582isCc,Booking.com defined the security in the cloud building their own shared responsibility model on top of the AWS shared ...,2024-06-24T18:04:23Z,9:52,1433,25,0
Booking.com and AWS Skills Guild | Amazon Web Services,7rjIpwZTQw8,"Learn how Booking.com has partnered with AWS Skills Guild to create on-demand self paced cloud learning experiences, and ...",2024-06-21T22:38:09Z,1:34,1295,23,0
Back to Basics: Protecting Your Network in the Cloud,lWFfN31PjL8,Learn the basics of protecting your network in the cloud. Great network security has multiple layers that block unintended traffic ...,2024-06-20T19:56:58Z,5:4,1563,50,5
How do I use the AWS CLI to upload a large file in multiple parts to Amazon S3?,y9wdBwUmRaM,"Skip directly to the demo: 0:20 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-06-20T04:00:39Z,7:36,964,15,0
How do I use AWS WAF to allow or block traffic based on a country’s geolocation?,5WaJOOSBLhg,"Skip directly to the demo: 0:21 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-06-20T04:00:04Z,3:52,831,9,2
How do I terminate HTTPS traffic on Amazon EKS workloads with ACM?,Zz8s2lBhuD8,"Skip directly to the demo: 0:25 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-06-20T04:00:30Z,4:42,485,11,0
Datadog used AWS IAM Access Analyzer to review and remediate identity risks | Amazon Web Services,8IF5pM3yIfk,"Datadog, a SaaS-based unified observability and security platform company, provides Cloud Security Management (CSM) that ...",2024-06-19T22:08:05Z,14:23,653,5,0
Explore how the NFL season schedule is powered by Amazon EC2 Spot Instances | Amazon Web Services,KlsR9lvUG1Q,"The NFL has used 400000 Amazon EC2 Spot Instances to develop the season schedule over the last 10 years, saving over $20 ...",2024-06-19T19:38:14Z,1:10,504,15,0
Amazon CloudWatch Internet Monitor Overview | Amazon Web Services,JaPxPF257wg,"In this video, you'll learn how to use the Amazon CloudWatch Internet Monitor to gain visibility and insights into your ...",2024-06-19T18:23:35Z,5:25,1128,32,2
Setting up Google Drive as your data source for Amazon Q Business | Amazon Web Services,08yetFcD_1Y,"Do you want to connect Google Drive as your data source to index in Amazon Q Business? If so, watch Chintan Patel and I walk ...",2024-06-18T20:29:21Z,14:29,1652,17,0
First Orion: Improved Operational Efficiency with Response Times Leveraging Amazon Q,cczJb4heExQ,First Orion leverages Amazon Q Business to provide a single interface to connect and ask interactive questions of their data from ...,2024-06-18T19:32:17Z,5:42,1396,25,2
AWS | Transform | Amazon Web Services,oRQ1pOhab5I,"Push the boundaries of possibility and transform your business with the tools, infrastructure, & security of the most experienced ...",2024-06-14T21:55:57Z,31,2593,39,1
Back to Basics: Real-Time Data Analysis using AWS,qcmJpBZLX5U,Struggling to derive real-time insights from your data? Learn how to build a serverless analytics pipeline on AWS to gain ...,2024-06-13T17:58:03Z,5:4,4124,80,8
Unlocking Business Value through Digital Twins: The AWS and Bosch Collaboration,moq45fKW1sc,"The digital twin solution by AWS and Bosch, built using the Digital Twin Framework by AWS, helps industrial customers control ...",2024-06-13T16:53:33Z,2:22,606,7,0
Generative AI Journeys - Fireside Chat with NinjaTech AI | Amazon Web Services,Tr5Y3NFM6hE,"Join Swami Sivasubramanian, senior vice president of AI and ML at AWS, as he talks to Sam Naghshineh, Co-Founder and Chief ...",2024-06-13T12:00:26Z,13:16,1030,13,3
The first-ever generative AI-inspired FORMULA 1 Trophy | Amazon Web Services,FY6S7AMPqIU,"This year, Amazon Web Services (AWS) debuts the first-ever generative AI-inspired trophy at the FORMULA 1 AWS GRAND PRIX ...",2024-06-12T17:19:42Z,21,1534,14,0
"XRAI Glass: AI startup helps people to see, translate, and understand conversations in real time",7xcYC45zwKc,XRAI Glass is an AI startup that combines the latest in extended reality (XR) and artificial intelligence (AI) to give people the tools ...,2024-06-12T03:05:03Z,3:17,1339,21,3
Granicus: Transforming How People Experience Government with Amazon Bedrock and AWS Step Functions,sZ71VEVb9RU,Granicus uses foundational models on Amazon Bedrock to summarize meetings for digital transformation in civic engagement.,2024-06-11T22:55:32Z,6:14,1797,28,3
Create an Amazon WorkSpaces Bring Your Own License (BYOL) image with VMware Workstation,kCfJicX_gc4,"In this video, I show you how to create and export an Amazon WorkSpaces and Bring Your Own License (BYOL) image. We will ...",2024-06-11T18:59:19Z,10:57,1942,24,5
Building a successful partnership: AWS and Traeger Grills | Amazon Web Services,N-85pksbDGE,"Learn how Traeger Grills, a household name for smokers, grills, and barbecue products, uses AWS for rapid development, cost ...",2024-06-10T21:58:32Z,1:35,585,5,0
Bring your own Identity (BYOI) with OIDC and Amazon Verified Permissions | Amazon Web Services,8CPy0R_3XN4,Amazon Verified Permissions Quick Start for OpenID Connect (OIDC) adds role-based access control (RBAC) to Amazon API ...,2024-06-07T22:00:08Z,13:41,1591,28,1
Getting started with customizing foundation models on Amazon SageMaker | Amazon Web Services,Cn5KVNx-lCs,"To customize FMs, you can evaluate FMs, engineer prompts, prepare labeled datasets, fine-tune models, and implement retrieval ...",2024-06-07T16:56:53Z,2:49,1112,11,1
Future Self – E4 Meet Gedeon Baende | AWS Scholarship,wnLcC1kDFNQ,"Learn more about the AWS AI & ML Scholarship program: https://go.aws/3V9twGy Meet Gedeon Baende, an AWS AI & ML ...",2024-06-06T00:11:45Z,3:44,10870,138,20
AWS WAF Fraud Control - Account Creation Fraud Prevention Overview | Amazon Web Services,FtrlM_oW_IU,"AWS WAF Fraud Control - Account Creation Fraud Prevention, is a managed protection for AWS WAF that is designed to prevent ...",2024-06-05T20:51:58Z,4:9,520,15,0
FORMULA 1 AWS GRAND PRIX DU CANADA 2024 Trophy Teaser | Amazon Web Services,jHPiHri4-LA,"At the FORMULA 1 AWS GRAND PRIX DU CANADA 2024, AWS will debut the first-ever generative AI-inspired trophy. Tune in ...",2024-06-05T17:08:38Z,20,3169,33,6
Data Mesh Essentials: An Introduction to Transformative Data Management | Amazon Web Services,nAGYo0PqqzE,00:00 - 01:47 - Introduction 01:48 - 03:08 - Why are customers implementing a Data Mesh? 03:09 - 03:54 - Is Data Mesh a ...,2024-06-04T21:42:49Z,11:47,1366,20,2
Health eCareers: Using Generative AI to reinvent the Job Search Experience,7KqYdneuJjo,"The technical architecture behind this innovative job search tool is both robust and efficient, tailored to meet the specific needs of ...",2024-06-04T18:10:17Z,6:11,2266,42,1
How AWS helped ALDO Group better predict the future | Amazon Web Services,AzgfE2ykeKc,"Hear from Matthieu Houle, CIO of ALDO Group, about how AWS helped them revolutionize the in-store experience with real-time ...",2024-06-04T00:00:02Z,1:35,604,5,0
Analyze Amazon S3 data with Amazon OpenSearch Service | Amazon Web Services,_PUslF-ih2k,"In this demo video, you'll witness how Amazon OpenSearch Service allows you to query and visualize insights directly from your ...",2024-06-03T21:04:38Z,1:35,1359,18,0
AWS Supply Chain Overview | Amazon Web Services,U8PwQ3hsHmY,Improve supply chain management and extend the value of your data with AWS Supply Chain. This cloud-based application ...,2024-06-03T19:41:49Z,1:36,1648,12,1
Meet AWS CEO Matt Garman  | Amazon Web Services,Ibfnh8t61i0,"Matt Garman was AWS's first product manager, helped build and launch a slew of core services, understands what it means to ...",2024-05-31T21:33:16Z,1:31,13955,135,12
Hyper-personalization using AI-powered marketing | Amazon Web Services,gpkpjrtKbTU,"Vijay Chittoor, co-founder and CEO of Blueshift, discusses how his company uses artificial intelligence to deliver personalized ...",2024-05-31T20:10:53Z,23:5,1318,16,2
Understanding service quotas for Amazon DynamoDB - Amazon DynamoDB Nuggets | Amazon Web Services,rnwHosrgJDE,"Understanding service quotas for Amazon DynamoDB by Sean Shriver, Sr. DynamoDB Solutions Architect, AWS This video is ...",2024-05-31T18:30:02Z,14:21,508,21,0
Understanding service quotas for Amazon DynamoDB - Amazon DynamoDB Nuggets | Amazon Web Services,rnwHosrgJDE,"Understanding service quotas for Amazon DynamoDB by Sean Shriver, Sr. DynamoDB Solutions Architect, AWS This video is ...",2024-05-31T18:30:02Z,14:21,508,21,0
How do I troubleshoot health check failures for Amazon ECS tasks on Fargate?,Mbr0_XteWoQ,"Skip directly to the demo: 0:21 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-05-31T00:11:15Z,7:35,1850,26,0
Back to Basics: Deploying Code to ECS,lC_fxY9uBrw,"In this episode, join Seb as he shares his journey of using containers to ensure consistent code behavior across environments.",2024-05-30T18:28:27Z,5:54,3685,89,3
"AWS Behind the Cloud: Meet Yvette Cesario, AWS WWPS Sales Executive | Amazon Web Services",qEuSUpzM3XI,"Sarah Storelli, sr. global marketing leader, Amazon Web Services (AWS) Worldwide Public Sector (WWPS) sits down with Yvette ...",2024-05-30T17:54:17Z,10:53,810,22,0
AI/ML based Card Payment Fraud Detection on AWS using replicated data from mainframe,8k6OfLGsxZU,The video demonstrates how you can build a real-time Card Fraud Detection system on AWS using replicated data from ...,2024-05-30T17:51:32Z,15:34,1273,32,0
Generating a new era at FORMULA 1 | Amazon Web Services,mKOpmGjAv2Q,"FORMULA 1 (F1) drives its data with Amazon Web Services (AWS). To generate performance, generate insights, and generate ...",2024-05-29T21:24:17Z,57,1911,42,1
AI Governance Simplified: Enabling Responsible Generative AI Adoption | Amazon Web Services,yjmHI1fo6K0,"With the pervasiveness of GenAI in our lives and the rapid growth of this promising technology, it is critical to make sure that it is ...",2024-05-24T23:21:29Z,44:32,901,16,3
How Will Generative AI Change Security Operations? | Amazon Web Services,GgsDNTlb_4U,"Whether you buy it or build it, security operations is an important piece of an enterprise security strategy. In this conversation with ...",2024-05-24T23:21:41Z,13:30,728,18,0
Amazon Q data integration for AWS Glue | Amazon Web Services,-r7UmlmQ2Ig,"Learn how to author data integration jobs using natural language, leveraging Amazon Q Data Integration in AWS Glue.",2024-05-24T21:37:47Z,3:,1164,8,0
Xylem leverages Amazon Redshift for high performance data solution | Amazon Web Services,21EZIqICJ-A,"With Amazon Redshift, Xylem processes millions of transactions and caters to unique needs of its customers by providing them ...",2024-05-24T15:15:05Z,1:42,815,14,0
A new era of business with generative AI on AWS | Amazon Web Services,laSxFIMBOJY,Push the boundaries of possibility and transform your business with generative AI on AWS. Use real-time data to maximize ...,2024-05-23T21:16:08Z,16,5539,50,4
Back to Basics: Using the Right Storage for Optimal Application Performance,uLN4evQYUUI,"Having trouble selecting the right AWS storage service based on your application's performance, scalability, and workload ...",2024-05-23T20:38:09Z,5:29,1205,40,0
DST transforms from telco to tech-co on AWS in seven months | Amazon Web Services,dO8GjtAXMK4,"Discover how Datastream Digital (DST), a customer-focused digital operator in Brunei, built on AWS to redefine customer ...",2024-05-22T19:37:20Z,3:1,732,14,0
Amazon WorkSpaces helped Ferrari reduce virtual desktop deployment time by 90% | Amazon Web Services,e5a0D9o4E14,"Ferrari was running an on-premises virtual desktop infrastructure (VDI) solution to support hundreds of remote users, but needed ...",2024-05-22T17:44:48Z,2:9,2013,29,1
