Name,Location,Category,Bio URL
Ma. Theresa Jimenez,"Bataan, Philippines",Storage Builder since 2022,https://www.linkedin.com/in/terejimenez/
Maarten Bruntink,"Huijbergen, Netherlands",Cloud Operations Builder since 2021,https://www.linkedin.com/in/maartenbruntink
Maciej Radzikowski,Poland,Serverless Builder since 2021,https://betterdev.blog/
Madeline Van Der Paelt,Canada,Dev Tools Builder since 2023,https://www.linkedin.com/in/madelinevdp/?originalSubdomain=ca
Madhu Kumar Yeluri,"Budapest, Hungary",Containers Builder since 2021,https://www.linkedin.com/in/cloudgeek7
Magdy Elfaramawy,"Melbourne, Australia",Security Builder since 2022,https://www.linkedin.com/in/magdyfaramawy/
Magnolia Sandoval,"Tijuana, Mexico",Data Builder since 2022,https://www.magnoliasandoval.com/
Mahak Kailas Patil,"Chicago, USA",Cloud Operations Builder since 2021,https://www.linkedin.com/in/mahakpatil/
Mahir Ul Fayaz,"Srinagar, India",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/mahir-ul-fayaz-423327199
Mahmoud,"Riyadh, Saudi Arabia",Serverless Builder since 2021,https://www.linkedin.com/in/mahmoudrabie2004/
Mahmoud Abdelrahman,"Abu Dhabi, Egypt",Dev Tools Builder since 2023,https://www.linkedin.com/in/mahmoudabdelrrahman
Maik Wiesmüller,"Hamburg, Germany",Serverless Builder since 2024,https://www.linkedin.com/in/wiesmueller/
Mailing Delgado Medina,Puerto Rico,Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/mailing-delgado-medina
Majdi Dhissi,"Dubai, United Arab Emirates",Serverless Builder since 2023,https://www.linkedin.com/in/majdidhissi
Majid Hajian,"Oslo, Norway",Front-End Web & Mobile Builder since 2021,https://twitter.com/mhadaily
Maki Fujiwara,"Sapporo Hokkaido, Japan",Dev Tools Builder since 2024,https://www.linkedin.com/in/maki-fujiwara/
Maksim Skutin,"Singapore, Singapore",Serverless Builder since 2023,https://skut.in
Manas Das,United Kingdom,Security Builder since 2023,No URL
Manasseh Mwangi,"Nairobi, Kenya",Security Builder since 2023,https://www.linkedin.com/in/manassehmwangi/
Manel Mendoza Flores,"Barcelona, Spain",Security Builder since 2021,https://www.linkedin.com/in/manelmendoza/
Mangesh Kakad,"London, United Kingdom",Machine Learning Builder since 2021,https://www.linkedin.com/in/mkakad
Manish Soni,"Jaipur, India",Network Content & Delivery Builder since 2024,https://www.manisomanish.com/
Manohar Shetty,"Bangalore, India",Cloud Operations Builder since 2024,No URL
Manoj Lingala,Australia,Serverless Builder since 2023,https://www.linkedin.com/in/manoj-l-a9a58432/
Manu Muraleedharan,"Bangalore, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/manumuraleedharan/
Manu Suryavansh,USA,Machine Learning Builder since 2021,https://msuryavanshi.medium.com/
Manuel Eusebio de Paz Carmona,"Madrid, Spain",Serverless Builder since 2023,https://www.linkedin.com/in/manueleusebiodepazcarmona/
Manuel Tarouca Martins,Portugal,Dev Tools Builder since 2024,https://www.linkedin.com/in/manuel-at-martins/
Manusha Chethiyawardhana,Sri Lanka,Front-End Web & Mobile Builder since 2022,https://manushacheti.medium.com
Marawan Mamdouh,Egypt,Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/marawanxmamdouh/
Marc Khair,Canada,Serverless Builder since 2022,https://www.linkedin.com/in/marckhair
Marc-Henry Geay,France,Security Builder since 2022,https://mhgeay.fr
Marcelo Andrade,"Recife, Brazil",Containers Builder since 2021,https://devsres.com/links/
Marcelo Hidalgo,Ecuador,Cloud Operations Builder since 2022,https://marcelohidalgo.com/
Marcelo Paiva,"Goiânia, Brazil",Machine Learning Builder since 2020,https://linktr.ee/marcelojpaiva
Marcin Sodkiewicz,"Wrocław, Poland",Serverless Builder since 2023,https://www.linkedin.com/in/marcinsodkiewicz
Marco Deleu,"Amsterdam, The Netherlands",Serverless Builder since 2021,https://blog.deleu.dev/
Marco Gonzalez,Peru,Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/mgonzalezortiz/
Marco Lancini,United Kingdom,Security Builder since 2022,https://www.marcolancini.it/
Marco Troisi,"Belfast, United Kingdom",Serverless Builder since 2022,https://marcotroisi.substack.com
Marco Tzuc,"Medellín, Colombia",Networking & Content Delivery Builder since 2021,https://mirzoz.medium.com/
Marcos Henrique Santos de Lima,"São José dos Campos, Brazil",Serverless Builder since 2023,https://dev.to/wakeupmh
Marcos Ortiz,"Lima, Peru",Data Builder since 2022,https://awsgravitonweekly.com/
Marcos Santos,"Belo Horizonte, Brazil",Network Content & Delivery Builder since 2023,https://medium.com/@marcosdanielsantos
Marcus Bladh,"Malmö, Sweden",Containers Builder since 2023,https://www.linkedin.com/in/marcus-bladh
Marcus Karlsson,"Gothenburg, Sweden",Containers Builder since 2022,https://www.linkedin.com/in/marcus-alexander-karlsson
Marek Šottl,Czech Republic,Security Builder since 2021,https://www.sottlmarek.com/
Maria Christidi Noble,"Las Vegas, USA",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/maria-christidi-noble/
Maria Kmita,"Krakow, Poland",Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/maria-kmita-wo%C5%82ek/
Maricela Miranda,"Lima, Peru",Machine Learning Builder since 2023,https://www.linkedin.com/in/maricela-miranda-ch%C3%A1vez
Marin Radjenovic,"Budva, Montenegro",Serverless Builder since 2020,https://www.linkedin.com/in/marinradjenovic
Mario Mercado,"Barranquilla, Colombia",Containers Builder since 2021,https://www.linkedin.com/in/mario-andr%C3%A9s-mercado-coronado/
Marius Ducea,"Austin, USA",Graviton Arm Builder since 2021,https://www.linkedin.com/in/mariusducea
Mark Goatley,"Wellington, New Zealand",Security Builder since 2024,https://www.linkedin.com/in/markgoatley/
Mark Laszlo,Hungary,Machine Learning Builder since 2020,https://ccx.hu/
Mark Orina,"Nairobi, Kenya",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/mark-orina-26a603a4/
Mark Ramrattan,"London, England",Front-End Web & Mobile Builder since 2021,https://twitter.com/markramrattan
Mark Ross,United Kingdom,Dev Tools Builder since 2022,https://www.linkedin.com/in/markjamesross/
Mark Wolfe,"Melbourne, Australia",Serverless Builder since 2024,https://www.wolfe.id.au
Marko Djakovic,"Novi Sad, Serbia",Serverless Builder since 2022,https://www.linkedin.com/in/marko-djakovic-88038067/
Marko Štrukelj,Slovenia,Serverless Builder since 2024,https://www.serverlesslife.com/
Markus Toivakka,Finland,Cloud Operations Builder since 2022,https://puistikko.fi
Martin Chan,"Hong Kong, Hong Kong",Cloud Operations Builder since 2021,https://www.linkedin.com/in/martin-chan-86310023/
Martin Mueller,"Lisbon, Portugal",Serverless Builder since 2022,https://martinmueller.dev
Martin Nanchev,"Sofia, Bulgaria",Cloud Operations Builder since 2022,https://www.linkedin.com/in/%E2%99%A0-martin-%E2%99%A0-nanchev-97063166/
Martin Paradesi,"New York, USA",Machine Learning Builder since 2020,https://www.linkedin.com/in/msrparadesi/
Martin Raabe,"Cologne, Germany",Containers Builder since 2022,https://www.linkedin.com/in/martin-raabe-aws/
Martina Della Corte,Sweden,Serverless Builder since 2024,https://theindiecoder.cloud/
Marty Henderson,"Madison, USA",Security Builder since 2023,https://www.linkedin.com/in/martyjhenderson/
Martyn Kilbryde,"Manchester, United Kingdom",Serverless Builder since 2023,https://makit.net/
Martyn Langlands,"Dundee, Scotland",Networking & Content Delivery Builder since 2022,https://www.brightsolid.com/
Marwan Khanfar,"Ramallah, Palestine",Dev Tools Builder since 2020,https://marwan.info
Masahiko Murakami,"Fukui, Japan",Front-End Web & Mobile Builder since 2022,https://fossamagna.github.io/
Masahiro Shimokawa,"Sapporo, Hokkaido, Japan",Serverless Builder since 2024,https://twitter.com/shimagaji
Masaki Suzuki,"Aichi, Japan",Serverless Builder since 2023,https://twitter.com/makky12
Masaru Ogura,Japan,Cloud Operations Builder since 2021,https://twitter.com/MasaruOgura
Masashi Suzuki,"Tokyo, Japan",Cloud Operations Builder since 2024,https://twitter.com/masasuz
Masato Kitahara,"Tokyo, Japan",Dev Tools Builder since 2022,https://twitter.com/masara0803
Masayoshi Haruta,"Tokyo, Japan",Security Builder since 2022,https://www.linkedin.com/in/mah-hal/
Masayuki Kato,"Kanazawa, Japan",Machine Learning Builder since 2021,https://www.phalanxware.com
Mateusz Boś,"Katowice, Poland",Serverless Builder since 2021,https://www.linkedin.com/in/mateuszbos/
Matheus Almeida Costa,"Belo Horizonte, Brazil",Security Builder since 2023,https://www.linkedin.com/in/matheus-almeida-costa/
Matheus Jacques,Germany,Machine Learning Builder since 2024,https://www.mjacques.co/
Matheus Silva,Brazil,Dev Tools Builder since 2022,https://www.linkedin.com/in/msilvadev/
Matias Hernández,"Talca, Chile",Front-End Web & Mobile Builder since 2021,https://twitter.com/matiasfha
Matias Kreder,"Buenos Aires, Argentina",Machine Learning Builder since 2021,https://ar.linkedin.com/in/mkreder
Matt Bacchi,"Amagansett, New York, USA",Serverless Builder since 2024,https://bacchi.org/
Matt Camp,France,Machine Learning Builder since 2023,https://www.linkedin.com/in/mcamp/
Matt Carey,"London, United Kingdom",Serverless Builder since 2023,https://www.linkedin.com/in/matt-carey-56b958181/
Matt Gowie,"Boulder, USA",Containers Builder since 2020,https://masterpoint.io
Matt Houghton,United Kingdom,Data Builder since 2021,https://twitter.com/mattdevdba
Matt Martz,"Washington, D.C., USA",Dev Tools Builder since 2020,https://martz.codes
Matt Morgan,USA,Serverless Builder since 2020,https://mattmorgan.cloud/
Matteo Depascale,Italy,Serverless Builder since 2023,https://www.linkedin.com/in/matteo-depascale/
Matteo Madeddu,"Turin, Italy",Containers Builder since 2022,https://madeddu.xyz
Matthew (Mateo) DeJesus,"Raleigh, USA",GameTech Builder since 2022,https://www.linkedin.com/in/matthew-dejesus-979541188
Matthew Buhr,USA,Cloud Operations Builder since 2021,https://www.linkedin.com/in/mjbuhr
Matthew Gillard,"Melbourne, Australia",Serverless Builder since 2020,https://medium.com/@mattgillard
Matthew Merriel,"Melbourne, Australia",Serverless Builder since 2022,https://blog.mattmerriel.com
Matthew Wilson,"Belfast, Northern Ireland",Serverless Builder since 2022,https://twitter.com/matt_codes
Matthew Zhao,"San Francisco, USA",Containers Builder since 2022,https://twitter.com/Matthew49104261
Matthieu Lienart,"Bern, Switzerland",Machine Learning Builder since 2022,https://www.linkedin.com/in/matthieu-lienart
Mattia Peri,"Milan, Italy",Containers Builder since 2021,https://www.linkedin.com/in/mattiaperi/
Mattias Andersson,"Vancouver, Canada",Serverless Builder since 2021,https://www.linkedin.com/in/mattias-andersson/
Matty Stratton,"Chicago, USA",Serverless Builder since 2022,https://matty.wtf
Maureen Chebet,"Nairobi, Kenya",Serverless Builder since 2022,https://mynameisprotocol.com/
Max Zeballos,"Arequipa, Peru",Machine Learning Builder since 2022,https://www.linkedin.com/in/maxcloud/
Maxwell Manga,"Yaounde, Cameroon",Machine Learning Builder since 2023,https://www.linkedin.com/in/maxwell-ndognkong-manga-06367272/
Mbuyu Bilga Omari,"Goma, Democratic Republic of the Congo",Network Content & Delivery Builder since 2022,https://bilgambuyu.com
Md Harunur Rashid,"Dhaka, Bangladesh",Serverless Builder since 2022,https://www.linkedin.com/in/harunrrayhan/
Md Minhaj Uddin,"New York, USA",Security Builder since 2023,https://www.linkedin.com/in/md-m-uddin-devops/
Md Shamim,"Miyazaki, Japan",Containers Builder since 2023,https://www.linkedin.com/in/shamimice03/
Md. Mahamudur Rahman,"Dhaka, Bangladesh",Machine Learning Builder since 2022,https://www.linkedin.com/in/sohagmahamud/
Md. Mostafa Al Mahmud,"Dhaka, Bangladesh",Serverless Builder since 2023,https://www.linkedin.com/in/md-mostafa/
Meenal Sarda,India,Data Builder since 2022,https://www.linkedin.com/in/meenal-sarda/
Mehdi LARUELLE,"Paris, France",Security Builder since 2024,https://mehdilaruelle.com/
Mehmet Ayberk Annadinc,Turkey,Security Builder since 2022,https://www.linkedin.com/in/mhmtayberk/
Mehsam Raza,"Karachi, Pakistan",Machine Learning Builder since 2021,https://www.linkedin.com/in/mesumrazahemani
Mehul Patel,India,Containers Builder since 2021,https://bio.link/nomadicmehul
Meliana Christianti J,"Bandung, Indonesia",Data Builder since 2021,https://s.id/hallomellstudio
Memek Saviour,Nigeria,Containers Builder since 2022,https://mecky.hashnode.dev/kubernetes-introduction
Metisha Harper,"Newark, USA",Security Builder since 2022,https://www.linkedin.com/in/metisha-harper-88912b62/
Mhamad El Itawi,"Beirut, Lebanon",Serverless Builder since 2022,https://mhamadelitawi.com
Michael Grayson,"Rochester, New York, USA",Data Builder since 2022,https://www.linkedin.com/in/mikegrayson/
Michael Jacobsson,Australia,Dev Tools Builder since 2021,https://www.talkncloud.com
Michael Kirchner,Austria,Security Builder since 2023,https://www.linkedin.com/in/michael-kirchner-at/
Michael Levan,"New Jersey, USA",Dev Tools Builder since 2022,https://www.linkedin.com/in/michaellevan/
Michael Tedder,"Sapporo, Japan",Game Tech Builder since 2020,https://tedder.cc
Michael Wahl,"Detroit, MI, USA",Security Builder since 2022,https://www.linkedin.com/in/michael-wahl217
Michal Brygidyn,"Wroclaw, Poland",Security Builder since 2023,https://www.linkedin.com/in/michalbrygidyn/
Michal Salanci,"Kosice, Slovakia",Containers Builder since 2023,https://www.linkedin.com/in/michal-salanci-3496724b/
Michal Šimon,Czech Republic,Serverless Builder since 2024,https://www.linkedin.com/in/michal-simon/
Michał Górski,"Gliwice, Poland",Serverless Builder since 2021,https://www.linkedin.com/in/michal-gorski
Miguel A. Calles,USA,Serverless Builder since 2024,https://miguelacallesmba.bio.link/
Miguel Arranz,"London, United Kingdom",Cloud Operations Builder since 2022,https://miguelarranz.net
Miguel Fontanilla,Spain,Containers Builder since 2022,https://www.linkedin.com/in/miguel-fontanilla-14114710b
Miguel Ángel Muñoz Sanchez,"Madrid, Spain",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/miguel-angel-munoz-sanchez-3aa42638
Mihaly Balassy,"Budapest, Hungary",Cloud Operations Builder since 2021,https://roadtoaws.com/
Mike (Sin Ching) Ng,"Hong Kong, Hong Kong",Machine Learning Builder since 2020,https://mikeng.io
Mike Fowler,United Kingdom,Data Builder since 2021,http://www.mlfowler.com
Mike Graff,"San Francisco, USA",Cloud Operations Builder since 2021,https://cloudyadvice.com
Mikhail Chumakov,"Prague, Czech Republic",Serverless Builder since 2024,https://www.linkedin.com/in/mikhail-chumakov
Mikito Nagase,"Fukuoka, Japan",Security Builder since 2024,https://twitter.com/beco_minn
Milad Rezaeighale,"Berlin, Germany",Machine Learning Builder since 2023,https://www.linkedin.com/in/miladrezaei/
Mim Ahmed,"Dhaka, Bangladesh",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/iammim
Ming Xu,"Taipei, Taiwan",Cloud Operations Builder since 2024,https://www.linkedin.com/in/puff666/
Minh Le,"Ho Chi Minh, Vietnam",Dev Tools Builder since 2022,https://www.linkedin.com/in/minhld/
Mintae Kim,"Seoul, South Korea",Data Builder since 2022,https://github.com/14km
Misuzu Sugiyama,"Saga, Japan",Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/sugimisu/
Mitsuhiro Yamashita,"Osaka, Japan",Serverless Builder since 2022,https://www.yamamanx.com/profile/
Moataz Nabil,"Berlin, Germany",Front-End Web & Mobile Builder since 2020,https://moataznabil.blog/
Mobeen Ahmed,"Karachi, Pakistan",Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/mobeen-ahmed-dev/
Mohamad Kalaaji,"Beirut, Lebanon",Front-End Web & Mobile Builder since 2021,https://www.kalaaji.com
Mohamad Kawtharani,Lebanon,Data Builder since 2022,https://www.linkedin.com/in/mohamad-albaker-kawtharani
Mohamed Amr,"Cairo, Egypt",Machine Learning Builder since 2021,https://www.linkedin.com/in/mamryehia
Mohamed Mesbah,"Cairo, Egypt",Cloud Operations Builder since 2023,https://www.linkedin.com/in/mohammedmesbah/
Mohamed Nizzad,"Colombo, Sri Lanka",Front-End Web & Mobile Builder since 2022,https://www.aiinspired.com
Mohamed Nowsath,"Kinniya, Sri Lanka",Containers Builder since 2023,https://www.linkedin.com/in/nowsathk/
Mohamed Radwan,"Berlin, Germany",Serverless Builder since 2021,https://www.linkedin.com/in/maradwan/
Mohamed Rifkhan,"Kinniya, Sri Lanka",Containers Builder since 2023,https://www.linkedin.com/in/rifkhan107/
Mohamed Wassim Bezine,"Mahdia, Tunisia",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/wassim-bezine/
Mohamed latfalla,Bahrain,Serverless Builder since 2020,https://mlatfalla.medium.com/
Mohammad Khalique,"Bengaluru, India",Storage Builder since 2021,https://www.linkedin.com/in/mohammad-khalique-8398aa1a/
Mohammad Quanit,"Karachi, Pakistan",Containers Builder since 2022,https://www.linkedin.com/in/mquanit/
Mohammed Aldoub,"Kuwait City, Kuwait",Security Builder since 2022,https://twitter.com/Voulnet
Mohammed Almusaddar,"Gaza, Palestine",Dev Tools Builder since 2021,http://cloudfalcon.io
Mohammed Banabila,Yemen,Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/mohammed-banabila-48abba19b
Mohammed Ismaeel,"Baghdad, Iraq",Serverless Builder since 2021,https://www.linkedin.com/in/mohammed-ismaeel-1a748417/
Mohammed Izzy,"Chennai, India",Serverless Builder since 2020,https://dev.to/mohdizzy
Mohd. Saqib Rahman,"Raipur, India",Serverless Builder since 2022,https://www.linkedin.com/in/rahmansaqib/
Mohini Rahate,India,Serverless Builder since 2021,https://www.linkedin.com/mwlite/in/mohini-rahate-9414b4191
Mohit Kumar,"Melbourne, Australia",Containers Builder since 2023,https://mohitkr.com
Mohit Mishra,"Mumbai, India",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/mohitmishra3333
Mohit Sharma,"Brisbane, Australia",Storage Builder since 2021,https://www.linkedin.com/in/imoisharma
Mohtasham Sayeed Mohiuddin,"Hyderabad, India",Containers Builder since 2021,https://medium.com/@mohtasham9
Monica Canaza,"Mexico City, México",Network Content & Delivery Builder since 2023,https://dev.to/monihikari
Monique Grinstein,"London, United Kingdom",Machine Learning Builder since 2024,https://www.linkedin.com/in/moniquegrinstein
Monserrat Navia,"Santiago, Chile",Machine Learning Builder since 2022,https://www.linkedin.com/in/monserrat-navia-pizarro/
Moosa Khalid,"Boston, USA",Dev Tools Builder since 2021,https://moosakhalid.medium.com
Morolake Anifowose,"Lagos, Nigeria",Data Builder since 2022,https://morolakeanifowose.com
Moses Itoya,"Abuja, Nigeria",Dev Tools Builder since 2022,https://www.linkedin.com/in/1moses-itoya/
Moses Musinde,"Nairobi, Kenya",Cloud Operations Builder since 2023,https://www.linkedin.com/in/moses-musinde
Moshood Yekini,"Abuja, Federal Capital Territory, Nigeria",Machine Learning Builder since 2022,https://www.linkedin.com/in/moshood-yekini-67b6431aa
Mostefa Brougui,"Montreal, Canada",Security Builder since 2024,https://www.linkedin.com/in/mostefa-brougui/
Moya Richards,"Chicago, USA",Serverless Builder since 2022,https://www.linkedin.com/in/moyarich/
Mubarak Alhazan,"Lagos, Nigeria",Containers Builder since 2022,https://ng.linkedin.com/in/alhazan-mubarak
Mubbashir Mustafa,"Multan, Pakistan",Containers Builder since 2022,https://mubbashir.me/
Mucheru Maina,"Nairobi, Kenya",Serverless Builder since 2022,https://www.linkedin.com/in/mucheruj/
Mudasir Haji,"Riyadh, Saudi Arabia",Dev Tools Builder since 2023,https://www.linkedin.com/in/mudasirhaji/
Mudathir Lawal,"Calgary, Canada",Containers Builder since 2022,https://www.linkedin.com/in/mudathir-lawal/
Mugilan Ragupathi,"Sydney, Australia",Serverless Builder since 2023,https://www.cloudtechsimplified.com/
Muhamad Sepryan Astrayesa,"Lampung, Indonesia",Serverless Builder since 2022,https://www.linkedin.com/in/astrayesa/
Muhammad Abiodun Sulaiman,"Ilorin, Nigeria",Machine Learning Builder since 2022,https://www.linkedin.com/in/muhammad-abiodun-sulaiman
Muhammad Afzal,"Sargodha, Pakistan",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/mafzal9/
Muhammad Ahmad Khan,"Karachi, Pakistan",Containers Builder since 2023,https://www.linkedin.com/in/muhammad-ahmad-khan/
Muhammad Ahmar Khan,"Islamabad, Pakistan",Data Builder since 2021,https://www.linkedin.com/in/mahmar/
Muhammad Ali Kahoot,"Islamabad, Pakistan",Dev Tools Builder since 2022,https://kahootali.github.io/
Muhammad Asadullah,"Lahore, Pakistan",Cloud Operations Builder since 2021,https://www.linkedin.com/in/asadravian
Muhammad Awais,"Karachi, Pakistan",Front-End Web & Mobile Builder since 2020,http://muhammadawaisshaikh.com/
Muhammad Bilal,Pakistan,Dev Tools Builder since 2023,https://www.linkedin.com/in/pingbilal/
Muhammad Hassan,"Hyderabad Sindh, Pakistan",Data Builder since 2021,https://www.linkedin.com/in/muhammad-hassan-%F0%9F%87%B5%F0%9F%87%B0-416650189/
Muhammad Q Shahzad,USA,Security Builder since 2022,https://www.linkedin.com/in/muhammad-qasim-shahzad/
Muhammad Rashid,"Lahore, Pakistan",Dev Tools Builder since 2024,https://www.linkedin.com/in/muhammad-rashid-daha/
Muhammad Saipul Rohman,Indonesia,Data Builder since 2023,https://www.linkedin.com/in/muhammad-saipul-r/
Muhammad Sulaiman,USA,Machine Learning Builder since 2022,https://www.linkedin.com/in/muhammad-abiodun-sulaiman
Muhammad Sumon Molla Selim,"Purmerend, Netherlands",Dev Tools Builder since 2023,https://www.sumonselim.com
Muhammad Umar Amanat,"Lahore, Pakistan",Data Builder since 2023,https://www.dataandaiwolf.com/
Muhammed Ibrahim,"Cairo, Egypt",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/engmuhammadashraf
Muhammed Iqbal P B,"Kochi, India",Containers Builder since 2023,https://www.linkedin.com/in/iqbalpb/
Muhammed Oguzhan Mete,"Istanbul, Turkey",Data Builder since 2021,https://web.itu.edu.tr/metemu
Muhammed Sajeed,"Kerala, India",Security Builder since 2023,https://www.linkedin.com/in/muhammedsajeed/
Mukesh Bhakar,"Delhi, India",Security Builder since 2024,https://www.linkedin.com/in/mukeshbhakar/
Mukul Mantosh,"Bengaluru, India",Containers Builder since 2022,https://www.youtube.com/channel/UCdovQQ3nWfZ1cFfGmGaBOWg
Muraleetharan Mathanraj,"Colombo, SriLanka",Machine Learning Builder since 2022,https://www.linkedin.com/in/mathanraj-sharma/
Murali Mohan Atluri,"Bengalaru, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/murali-mohan-a-894159214/
Murali Nutalapati,"London, United Kingdom",Front-End Web & Mobile Builder since 2023,https://muraliprashanth.me
Murat Ozkan,Turkey,Dev Tools Builder since 2023,No URL
Murat Çağrı Aliş,Turkey,Security Builder since 2023,https://muratcagrialis.com/contact
Mursal Furqan Kumbhar,"Rome, Italy",Machine Learning Builder since 2021,https://mursalfk.github.io/React-Portfolio
Mustafa Akın,"Ankara, Turkey",Containers Builder since 2021,https://www.resmo.com
Mustafa Mahdi Saleh,"Kerbala, Iraq",Security Builder since 2021,https://www.linkedin.com/in/mustafamahdi
Mustafa saleh,"Kerbala, Iraq",Machine Learning Builder since 2021,https://www.facebook.com/mustafamahdisalih
Mustapha Momoh,"Waterloo, Canada",Machine Learning Builder since 2024,https://www.linkedin.com/in/mustaphaunubi/
Muthukumar Oman,"Chennai, India",Dev Tools Builder since 2021,https://dev.to/omuthu
Myles Loffler,USA,Containers Builder since 2022,https://www.linkedin.com/in/mylesloffler/
Myron Zaiets,Ukraine,Containers Builder since 2023,No URL
Ménahem Houri,France,Security Builder since 2020,https://www.linkedin.com/in/ménahem-houri-005aa734/
NAWAS MANAKKADAVAN,"Nawas, India",Cloud Operations Builder since 2024,https://techmandra.in/
Nadia Reyhani,"Perth, Australia",Machine Learning Builder since 2023,https://www.linkedin.com/in/ronak-reyhani/
Nadtakan Futhoem,Thailand,Serverless Builder since 2020,https://www.youtube.com/channel/UCzlwwtk5aLrtlDYZV9T_WmQ
Nadun Indunil,"Colombo, Sri Lanka",Serverless Builder since 2022,https://www.linkedin.com/in/nadun-indunil-32557696/
Naga Santhosh Baba Nimmala,"London, England",Containers Builder since 2021,https://nagasanthoshbabanimmala
Nagababu Medicharla,"Hyderabad, India",Containers Builder since 2023,https://www.linkedin.com/in/nagababu-medicharla-b2a91a117/
Nagaswetha Mudunuri,"Glasgow, Scotland",Security Builder since 2024,https://www.linkedin.com/in/iamswetha7/
Nahuel Hernandez,"London, United Kingdom",Containers Builder since 2022,https://www.linkedin.com/in/nahuel-hernandez/
Naina Bhartia,"London, United Kingdom",Cloud Operations Builder since 2023,https://www.linkedin.com/in/naina-bhartia-829422103/
Nambiappan Tirouvengadamany,"Bangalore, India",Cloud Operations Builder since 2021,https://www.linkedin.com/in/nambiappan-tirouvengadamany-aws-cloud-solution-architect-ab583989/
Namdev Rathod,"Pune, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/namdevrathod/
Nana Quayson,"New York City, USA",Serverless Builder since 2022,https://nquayson.com
Nandini Rajaram,"Dallas, USA",Network Content & Delivery Builder since 2022,https://www.linkedin.com/mwlite/in/nandini-rajaram-70576b98
Nanthan Rasiah,"Sydney, Australia",Machine Learning Builder since 2023,https://rnanthan.medium.com
Naresh Waswani,"Nagpur, India",Containers Builder since 2020,https://waswani.medium.com/
Nasiullha Chaudhari,"Nashik, India",Dev Tools Builder since 2022,https://www.linkedin.com/in/nasiullha-chaudhari-5a80601a8/
Natalia Marek,United Kingdom,Front-End Web & Mobile Builder since 2020,https://www.linkedin.com/in/natalia-mar/
Natalie Serebryakova,USA,Cloud Operations Builder since 2024,https://www.in-n-out.cloud/
Nate Michael,"Irvine, California, USA",Serverless Builder since 2021,https://nate.aero
Naveen Kumar Chinnaboina,"Hyderabad, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/naveen-kumar-c-a62535122/
NaveenKumar Namachivayam,"Tamil Nadu, India",Containers Builder since 2021,https://qainsights.com
Nayan Shivhare,USA,Machine Learning Builder since 2023,https://www.linkedin.com/in/ns977
Neal Davis,USA,Storage Builder since 2021,https://digitalcloud.training
Neal Gamradt,"Atlanta, USA",Cloud Operations Builder since 2020,https://www.linkedin.com/in/nealgamradt/
Neelay Shah,"New York City, USA",Data Builder since 2023,https://www.linkedin.com/in/neelayshah/
Neeraj Iyer,"Chicago, USA",Data Builder since 2021,https://www.linkedin.com/in/neerajiyer
Neetu Mallan,"Chennai, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/neetu-mallan-04b93694/
Neil Kuan,"Taipei, Taiwan",Containers Builder since 2020,https://github.com/neilkuan
Nelo Puchades Gascón,"Valencia, Spain",Machine Learning Builder since 2020,https://www.meetup.com/AWS-Valencia/
Nestor Mayagma Jr,Philippines,Front-End Web & Mobile Builder since 2022,https://nestormayagmajr.com/
Neylson Crepalde,"Belo Horizonte, Brazil",Data Builder since 2021,https://www.linkedin.com/in/neylsoncrepalde/
Nguyen Huu Ty,"Da Nang, Vietnam",Serverless Builder since 2022,https://www.linkedin.com/in/nguyen-huu-ty
Nica Medrano,"Marikina City, Philippines",Cloud Operations Builder since 2022,https://www.linkedin.com/in/nicamedrano
Nicholas Gilbert,"Chicago, USA",Security Builder since 2021,https://www.linkedin.com/in/nicksecurity/
Nick Anthony,"London, United Kingdom",Front-End Web & Mobile Builder since 2020,https://twitter.com/unc0dable
Nick Frichette,USA,Security Builder since 2022,https://frichetten.com/
Nick Jones,"Copenhagen, Denmark",Security Builder since 2020,https://www.nojones.net
Nick de Wijer-Graafstra,"Haarlem, Netherlands",Cloud Operations Builder since 2022,https://www.linkedin.com/in/nickdewijer/
Nico Singh,"La Serena, Chile",Containers Builder since 2021,https://nico.singh.cl
Nicolas El Khoury,Lebanon,Containers Builder since 2021,https://www.linkedin.com/in/nicolas-el-khoury
